group,intensity,exp_index,exp_id,exp_folder,node,component,total_energy_J,avg_power_W
without-plugin,high,5,without-plugin_high_5,exp(08:37:20)_fase3_high_iter3,leo,sd,0.06,0.0
without-plugin,high,5,without-plugin_high_5,exp(08:37:20)_fase3_high_iter3,nitro5,cpu,39.63,0.4
without-plugin,high,5,without-plugin_high_5,exp(08:37:20)_fase3_high_iter3,nitro5,nic,0.43,0.0
without-plugin,high,5,without-plugin_high_5,exp(08:37:20)_fase3_high_iter3,nitro5,ram,22.51,0.16
without-plugin,high,5,without-plugin_high_5,exp(08:37:20)_fase3_high_iter3,nitro5,sd,58.42,0.4
without-plugin,high,5,without-plugin_high_5,exp(08:37:20)_fase3_high_iter3,scorpius,cpu,108.97,1.03
without-plugin,high,5,without-plugin_high_5,exp(08:37:20)_fase3_high_iter3,scorpius,nic,0.82,0.01
without-plugin,high,5,without-plugin_high_5,exp(08:37:20)_fase3_high_iter3,scorpius,ram,145.98,1.04
without-plugin,high,5,without-plugin_high_5,exp(08:37:20)_fase3_high_iter3,scorpius,sd,0.0,0.0
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,aspire,cpu,163.96,1.5
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,aspire,nic,0.07,0.0
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,aspire,ram,136.26,0.98
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,aspire,sd,5.8,0.04
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,leo,cpu,167.72,1.57
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,leo,nic,0.0,0.0
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,leo,ram,50.99,0.36
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,leo,sd,0.05,0.0
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,nitro5,cpu,44.56,0.39
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,nitro5,nic,1.26,0.01
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,nitro5,ram,21.59,0.15
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,nitro5,sd,7.35,0.05
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,scorpius,cpu,42.68,0.4
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,scorpius,nic,0.21,0.0
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,scorpius,ram,38.9,0.28
without-plugin,high,6,without-plugin_high_6,exp(21:41:23)_fase3_high_iter1,scorpius,sd,0.0,0.0
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,aspire,cpu,296.69,2.91
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,aspire,nic,0.02,0.0
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,aspire,ram,296.13,2.15
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,aspire,sd,769.57,5.34
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,leo,cpu,175.33,1.72
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,leo,nic,0.17,0.0
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,leo,ram,69.38,0.5
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,leo,sd,0.04,0.0
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,nitro5,cpu,45.64,0.4
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,nitro5,nic,0.57,0.0
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,nitro5,ram,20.75,0.15
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,nitro5,sd,7.64,0.05
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,scorpius,cpu,27.83,0.26
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,scorpius,nic,0.13,0.0
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,scorpius,ram,30.57,0.22
without-plugin,high,7,without-plugin_high_7,exp(21:47:43)_fase3_high_iter2,scorpius,sd,0.0,0.0
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,aspire,cpu,127.87,1.25
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,aspire,nic,0.04,0.0
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,aspire,ram,96.26,0.69
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,aspire,sd,258.73,1.8
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,leo,cpu,478.41,4.39
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,leo,nic,0.19,0.0
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,leo,ram,150.08,1.07
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,leo,sd,0.0,0.0
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,nitro5,cpu,40.15,0.35
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,nitro5,nic,2.14,0.02
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,nitro5,ram,20.91,0.15
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,nitro5,sd,7.56,0.05
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,scorpius,cpu,19.61,0.19
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,scorpius,nic,0.19,0.0
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,scorpius,ram,20.2,0.14
without-plugin,high,8,without-plugin_high_8,exp(21:58:26)_fase3_high_iter3,scorpius,sd,0.0,0.0
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,aspire,cpu,322.47,3.39
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,aspire,nic,0.01,0.0
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,aspire,ram,329.07,2.38
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,aspire,sd,1118.93,7.77
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,leo,cpu,320.81,2.89
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,leo,nic,0.24,0.0
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,leo,ram,92.32,0.66
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,leo,sd,0.0,0.0
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,nitro5,cpu,40.81,0.34
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,nitro5,nic,0.81,0.01
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,nitro5,ram,20.95,0.15
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,nitro5,sd,7.21,0.05
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,scorpius,cpu,32.29,0.3
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,scorpius,nic,0.15,0.0
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,scorpius,ram,33.76,0.24
without-plugin,high,9,without-plugin_high_9,exp(22:06:21)_fase3_high_iter4,scorpius,sd,0.0,0.0
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,aspire,cpu,175.81,1.76
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,aspire,nic,0.0,0.0
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,aspire,ram,175.78,1.26
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,aspire,sd,605.38,4.2
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,leo,cpu,198.2,1.85
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,leo,nic,0.73,0.01
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,leo,ram,64.41,0.46
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,leo,sd,0.0,0.0
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,nitro5,cpu,42.42,0.36
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,nitro5,nic,6.23,0.04
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,nitro5,ram,24.52,0.17
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,nitro5,sd,11.0,0.08
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,scorpius,cpu,39.05,0.36
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,scorpius,nic,0.0,0.0
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,scorpius,ram,44.75,0.32
without-plugin,high,10,without-plugin_high_10,exp(22:14:20)_fase3_high_iter5,scorpius,sd,0.0,0.0
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,aspire,cpu,115.39,1.09
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,aspire,nic,0.04,0.0
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,aspire,ram,107.15,0.77
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,aspire,sd,170.27,1.17
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,leo,cpu,175.46,1.6
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,leo,nic,0.0,0.0
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,leo,ram,52.68,0.38
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,leo,sd,0.0,0.0
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,nitro5,cpu,37.62,0.32
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,nitro5,nic,2.29,0.02
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,nitro5,ram,21.2,0.15
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,nitro5,sd,7.77,0.05
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,scorpius,cpu,102.26,0.89
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,scorpius,nic,0.14,0.0
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,scorpius,ram,102.92,0.74
without-plugin,high,11,without-plugin_high_11,exp(22:20:55)_fase3_high_iter6,scorpius,sd,0.0,0.0
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,aspire,cpu,191.52,1.84
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,aspire,nic,0.03,0.0
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,aspire,ram,192.22,1.38
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,aspire,sd,11.8,0.08
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,leo,cpu,196.75,1.79
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,leo,nic,0.84,0.01
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,leo,ram,55.28,0.39
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,leo,sd,0.0,0.0
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,nitro5,cpu,42.28,0.38
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,nitro5,nic,0.59,0.0
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,nitro5,ram,21.5,0.15
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,nitro5,sd,8.07,0.06
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,scorpius,cpu,31.84,0.29
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,scorpius,nic,0.38,0.0
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,scorpius,ram,32.7,0.23
without-plugin,high,12,without-plugin_high_12,exp(22:29:57)_fase3_high_iter7,scorpius,sd,0.0,0.0
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,aspire,cpu,112.86,1.05
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,aspire,nic,0.03,0.0
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,aspire,ram,57.48,0.41
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,aspire,sd,138.38,0.95
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,leo,cpu,559.08,5.32
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,leo,nic,0.14,0.0
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,leo,ram,200.22,1.43
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,leo,sd,0.0,0.0
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,nitro5,cpu,44.72,0.4
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,nitro5,nic,3.69,0.03
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,nitro5,ram,21.49,0.15
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,nitro5,sd,8.61,0.06
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,scorpius,cpu,14.52,0.13
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,scorpius,nic,0.52,0.0
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,scorpius,ram,9.61,0.07
without-plugin,high,13,without-plugin_high_13,exp(22:56:08)_fase3_high_iter8,scorpius,sd,0.0,0.0
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,aspire,cpu,187.01,2.08
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,aspire,nic,0.11,0.0
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,aspire,ram,205.75,1.5
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,aspire,sd,52.69,0.36
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,leo,cpu,192.63,1.78
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,leo,nic,0.08,0.0
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,leo,ram,54.7,0.39
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,leo,sd,0.0,0.0
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,nitro5,cpu,37.94,0.33
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,nitro5,nic,0.16,0.0
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,nitro5,ram,23.3,0.16
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,nitro5,sd,11.46,0.08
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,scorpius,cpu,38.19,0.35
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,scorpius,nic,1.0,0.01
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,scorpius,ram,38.32,0.27
without-plugin,high,14,without-plugin_high_14,exp(23:07:07)_fase3_high_iter1,scorpius,sd,0.0,0.0
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,aspire,cpu,216.44,2.02
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,aspire,nic,0.46,0.01
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,aspire,ram,184.51,1.32
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,aspire,sd,14.41,0.1
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,leo,cpu,257.94,2.37
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,leo,nic,0.09,0.0
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,leo,ram,78.86,0.56
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,leo,sd,0.0,0.0
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,nitro5,cpu,41.35,0.38
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,nitro5,nic,1.37,0.01
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,nitro5,ram,20.68,0.15
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,nitro5,sd,7.65,0.05
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,scorpius,cpu,44.72,0.43
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,scorpius,nic,0.26,0.0
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,scorpius,ram,55.46,0.4
without-plugin,high,15,without-plugin_high_15,exp(23:07:40)_fase3_high_iter9,scorpius,sd,0.02,0.0
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,aspire,cpu,104.86,0.95
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,aspire,nic,0.3,0.0
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,aspire,ram,68.09,0.49
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,aspire,sd,27.54,0.19
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,leo,cpu,226.28,2.04
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,leo,nic,0.22,0.0
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,leo,ram,66.61,0.48
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,leo,sd,0.02,0.0
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,nitro5,cpu,40.02,0.34
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,nitro5,nic,0.5,0.0
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,nitro5,ram,21.45,0.15
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,nitro5,sd,10.85,0.07
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,scorpius,cpu,108.71,1.0
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,scorpius,nic,0.4,0.0
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,scorpius,ram,117.12,0.84
without-plugin,low,1,without-plugin_low_1,exp(01:26:36)_fase3_low_iter1,scorpius,sd,0.0,0.0
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,aspire,cpu,179.68,1.87
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,aspire,nic,0.27,0.0
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,aspire,ram,172.9,1.25
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,aspire,sd,15.92,0.11
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,leo,cpu,135.55,1.24
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,leo,nic,0.71,0.01
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,leo,ram,41.03,0.29
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,leo,sd,0.03,0.0
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,nitro5,cpu,40.77,0.34
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,nitro5,nic,1.74,0.01
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,nitro5,ram,22.14,0.15
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,nitro5,sd,0.0,0.0
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,scorpius,cpu,44.83,0.4
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,scorpius,nic,0.21,0.0
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,scorpius,ram,40.42,0.29
without-plugin,low,2,without-plugin_low_2,exp(01:33:05)_fase3_low_iter2,scorpius,sd,0.0,0.0
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,aspire,cpu,0.0,0.0
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,aspire,nic,0.0,0.0
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,aspire,ram,0.0,0.0
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,aspire,sd,0.0,0.0
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,leo,cpu,668.55,6.19
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,leo,nic,0.47,0.0
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,leo,ram,259.27,1.87
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,leo,sd,0.0,0.0
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,nitro5,cpu,39.51,0.33
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,nitro5,nic,0.82,0.01
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,nitro5,ram,22.05,0.15
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,nitro5,sd,9.79,0.07
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,scorpius,cpu,55.0,0.5
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,scorpius,nic,0.41,0.0
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,scorpius,ram,57.35,0.41
without-plugin,low,3,without-plugin_low_3,exp(01:57:40)_fase3_low_iter3,scorpius,sd,0.01,0.0
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,aspire,cpu,319.79,3.63
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,aspire,nic,20.72,0.16
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,aspire,ram,343.51,2.53
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,aspire,sd,214.71,1.48
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,leo,cpu,282.97,2.53
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,leo,nic,0.69,0.01
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,leo,ram,74.75,0.53
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,leo,sd,0.0,0.0
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,nitro5,cpu,41.52,0.36
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,nitro5,nic,0.44,0.0
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,nitro5,ram,23.34,0.16
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,nitro5,sd,7.95,0.05
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,scorpius,cpu,28.02,0.26
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,scorpius,nic,0.24,0.0
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,scorpius,ram,24.61,0.18
without-plugin,low,4,without-plugin_low_4,exp(04:42:15)_fase3_low_iter1,scorpius,sd,0.0,0.0
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,aspire,cpu,81.03,0.74
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,aspire,nic,0.17,0.0
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,aspire,ram,56.43,0.4
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,aspire,sd,3.27,0.02
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,leo,cpu,507.21,4.7
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,leo,nic,0.15,0.0
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,leo,ram,187.12,1.34
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,leo,sd,0.0,0.0
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,nitro5,cpu,38.28,0.34
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,nitro5,nic,0.69,0.0
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,nitro5,ram,22.88,0.16
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,nitro5,sd,7.52,0.05
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,scorpius,cpu,36.09,0.33
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,scorpius,nic,0.46,0.0
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,scorpius,ram,35.8,0.26
without-plugin,low,5,without-plugin_low_5,exp(04:49:08)_fase3_low_iter2,scorpius,sd,0.0,0.0
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,aspire,cpu,290.88,3.5
without-plugin,low,6,without-plugin_low_6,exp(04:55:44)_fase3_low_iter3,aspire,nic,0.33,0.0
